$ adb shell showmap 21936
 virtual                     shared   shared  private  private
    size      RSS      PSS    clean    dirty    clean    dirty     swap  swapPSS   #  object
-------- -------- -------- -------- -------- -------- -------- -------- -------- ---- ------------------------------
     696        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansSymbols-Regular-Subsetted.ttf
      36        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansSymbols-Regular-Subsetted2.ttf
      52        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansSyriacEastern-Regular.ttf
      48        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansSyriacEstrangela-Regular.ttf
      52        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansSyriacWestern-Regular.ttf
       8        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTagalog-Regular.ttf
       8        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTagbanwa-Regular.ttf
      12        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTaiLe-Regular.ttf
      48        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTaiTham-Regular.ttf
      16        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTaiViet-Regular.ttf
      32        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTamil-Bold.otf
      36        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTamil-Medium.otf
      32        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTamil-Regular.otf
      32        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTamilUI-Bold.otf
      36        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTamilUI-Medium.otf
      32        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTamilUI-Regular.otf
     108        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTelugu-Bold.ttf
     112        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTelugu-Regular.ttf
     112        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTeluguUI-Bold.ttf
     112        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTeluguUI-Regular.ttf
      16        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansThaana-Bold.ttf
      16        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansThaana-Regular.ttf
      20        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansThai-Bold.ttf
      24        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansThai-Regular.ttf
      20        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansThaiUI-Bold.ttf
      24        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansThaiUI-Regular.ttf
     368        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTibetan-Bold.ttf
     396        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTibetan-Regular.ttf
      28        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansTifinagh-Regular.otf
       8        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansUgaritic-Regular.ttf
      64        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansVai-Regular.ttf
      16        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansWancho-Regular.otf
      24        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansWarangCiti-Regular.otf
     124        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSansYi-Regular.ttf
     244        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerif-Bold.ttf
     260        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerif-BoldItalic.ttf
     244        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerif-Italic.ttf
     244        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerif-Regular.ttf
      12        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifArmenian-Bold.otf
      16        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifArmenian-Regular.otf
     116        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifBengali-Bold.ttf
     116        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifBengali-Regular.ttf
   24196        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifCJK-Regular.ttc
      80        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifDevanagari-Bold.ttf
      80        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifDevanagari-Regular.ttf
     128        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifEthiopic-Bold.otf
     112        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifEthiopic-Regular.otf
      80        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifGeorgian-VF.ttf
      64        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifGujarati-Bold.ttf
      64        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifGujarati-Regular.ttf
      32        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifGurmukhi-Bold.otf
      28        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifGurmukhi-Regular.otf
      20        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifHebrew-Bold.ttf
      20        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifHebrew-Regular.ttf
      92        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifKannada-Bold.ttf
      92        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifKannada-Regular.ttf
      48        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifKhmer-Bold.otf
      40        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifKhmer-Regular.otf
      32        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifLao-Bold.ttf
      32        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifLao-Regular.ttf
      52        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifMalayalam-Bold.ttf
      52        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifMalayalam-Regular.ttf
     136        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifMyanmar-Bold.otf
     136        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifMyanmar-Regular.otf
      84        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifSinhala-Bold.otf
      76        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifSinhala-Regular.otf
      32        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifTamil-Bold.otf
      32        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifTamil-Regular.otf
     148        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifTelugu-Bold.ttf
     148        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifTelugu-Regular.ttf
      20        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifThai-Bold.ttf
      20        0        0        0        0        0        0        0        0    1 /system/fonts/NotoSerifThai-Regular.ttf
     300        0        0        0        0        0        0        0        0    1 /system/fonts/Roboto-Black.ttf
     324        0        0        0        0        0        0        0        0    1 /system/fonts/Roboto-BlackItalic.ttf
     300        0        0        0        0        0        0        0        0    1 /system/fonts/Roboto-Bold.ttf
     328        0        0        0        0        0        0        0        0    1 /system/fonts/Roboto-BoldItalic.ttf
     324        0        0        0        0        0        0        0        0    1 /system/fonts/Roboto-Italic.ttf
     300        0        0        0        0        0        0        0        0    1 /system/fonts/Roboto-Light.ttf
     328        0        0        0        0        0        0        0        0    1 /system/fonts/Roboto-LightItalic.ttf
     300      104       24      104        0        0        0        0        0    1 /system/fonts/Roboto-Medium.ttf
     324        0        0        0        0        0        0        0        0    1 /system/fonts/Roboto-MediumItalic.ttf
     300       96       15       96        0        0        0        0        0    1 /system/fonts/Roboto-Regular.ttf
     304        0        0        0        0        0        0        0        0    1 /system/fonts/Roboto-Thin.ttf
     324        0        0        0        0        0        0        0        0    1 /system/fonts/Roboto-ThinItalic.ttf
     300        0        0        0        0        0        0        0        0    1 /system/fonts/RobotoCondensed-Bold.ttf
     324        0        0        0        0        0        0        0        0    1 /system/fonts/RobotoCondensed-BoldItalic.ttf
     324        0        0        0        0        0        0        0        0    1 /system/fonts/RobotoCondensed-Italic.ttf
     296        0        0        0        0        0        0        0        0    1 /system/fonts/RobotoCondensed-Light.ttf
     328        0        0        0        0        0        0        0        0    1 /system/fonts/RobotoCondensed-LightItalic.ttf
     300        0        0        0        0        0        0        0        0    1 /system/fonts/RobotoCondensed-Medium.ttf
     324        0        0        0        0        0        0        0        0    1 /system/fonts/RobotoCondensed-MediumItalic.ttf
     296        0        0        0        0        0        0        0        0    1 /system/fonts/RobotoCondensed-Regular.ttf
     288        0        0        0        0        0        0        0        0    1 /system/fonts/SourceSansPro-Bold.ttf
     104        0        0        0        0        0        0        0        0    1 /system/fonts/SourceSansPro-BoldItalic.ttf
     104        0        0        0        0        0        0        0        0    1 /system/fonts/SourceSansPro-Italic.ttf
     288        0        0        0        0        0        0        0        0    1 /system/fonts/SourceSansPro-Regular.ttf
     288        0        0        0        0        0        0        0        0    1 /system/fonts/SourceSansPro-SemiBold.ttf
     104        0        0        0        0        0        0        0        0    1 /system/fonts/SourceSansPro-SemiBoldItalic.ttf
      16        0        0        0        0        0        0        0        0    1 /system/framework/android.hidl.base-V1.0-java.jar
      32        0        0        0        0        0        0        0        0    1 /system/framework/android.hidl.manager-V1.0-java.jar
      36        0        0        0        0        0        0        0        0    1 /system/framework/android.test.base.jar
       8        8        1        8        0        0        0        0        0    1 /system/framework/arm64/boot-core-icu4j.art
     940      684       95      676        8        0        0        0        0    5 /system/framework/arm64/boot-core-icu4j.oat
       4        4        1        4        0        0        0        0        0    1 /system/framework/arm64/boot-ext.art
     120       16        0        8        8        0        0        0        0    5 /system/framework/arm64/boot-ext.oat
       4        4        2        4        0        0        0        0        0    1 /system/framework/arm64/boot-framework-atb-backward-compatibility.art
      16       12        0        8        4        0        0        0        0    3 /system/framework/arm64/boot-framework-atb-backward-compatibility.oat
      80       80       16       80        0        0        0        0        0    1 /system/framework/arm64/boot-framework.art
   11180     6032      862     6020       12        0        0        0        0    5 /system/framework/arm64/boot-framework.oat
       4        4        0        4        0        0        0        0        0    1 /system/framework/arm64/boot-ims-common.art
      16       12        0        8        4        0        0        0        0    3 /system/framework/arm64/boot-ims-common.oat
      12       12        4       12        0        0        0        0        0    1 /system/framework/arm64/boot-telephony-common.art
      40       28        0       24        4        0        0        0        0    3 /system/framework/arm64/boot-telephony-common.oat
       8        8        3        8        0        0        0        0        0    1 /system/framework/arm64/boot-voip-common.art
      32       20        0       16        4        0        0        0        0    4 /system/framework/arm64/boot-voip-common.oat
       8        4        0        4        0        0        0        0        0    1 /system/framework/boot-core-icu4j.vdex
       4        0        0        0        0        0        0        0        0    1 /system/framework/boot-ext.vdex
       4        0        0        0        0        0        0        0        0    1 /system/framework/boot-framework-atb-backward-compatibility.vdex
      60        4        0        4        0        0        0        0        0    1 /system/framework/boot-framework.vdex
       4        0        0        0        0        0        0        0        0    1 /system/framework/boot-ims-common.vdex
       8        0        0        0        0        0        0        0        0    1 /system/framework/boot-telephony-common.vdex
       4        0        0        0        0        0        0        0        0    1 /system/framework/boot-voip-common.vdex
     400       28        1       28        0        0        0        0        0    2 /system/framework/ext.jar
       8        0        0        0        0        0        0        0        0    2 /system/framework/framework-atb-backward-compatibility.jar
   34076    11264      508    11264        0        0        0        0        0    2 /system/framework/framework-res.apk
   29504     7932      764     7932        0        0        0        0        0    5 /system/framework/framework.jar
     352       20        0       20        0        0        0        0        0    2 /system/framework/ims-common.jar
      16        8        0        4        4        0        0        0        0    3 /system/framework/oat/arm64/android.hidl.base-V1.0-java.odex
       4        0        0        0        0        0        0        0        0    1 /system/framework/oat/arm64/android.hidl.base-V1.0-java.vdex
      16        8        0        4        4        0        0        0        0    3 /system/framework/oat/arm64/android.hidl.manager-V1.0-java.odex
       4        0        0        0        0        0        0        0        0    1 /system/framework/oat/arm64/android.hidl.manager-V1.0-java.vdex
      16        8        0        4        4        0        0        0        0    3 /system/framework/oat/arm64/android.test.base.odex
       4        0        0        0        0        0        0        0        0    1 /system/framework/oat/arm64/android.test.base.vdex
    3188      128        5      128        0        0        0        0        0    2 /system/framework/telephony-common.jar
     808       52        2       52        0        0        0        0        0    2 /system/framework/voip-common.jar
     136       16        0        0       16        0        0        0        0    4 /system/lib64/android.frameworks.bufferhub@1.0.so
      96       12        0        0       12        0        0        0        0    4 /system/lib64/android.hardware.cas.native@1.0.so
     260       24        0        0       24        0        0        0        0    4 /system/lib64/android.hardware.cas@1.0.so
      16       12        0        4        8        0        0        0        0    4 /system/lib64/android.hardware.common-V2-ndk_platform.so
      12        8        0        4        4        0        0        0        0    3 /system/lib64/android.hardware.configstore-utils.so
     144       20        0        4       16        0        0        0        0    4 /system/lib64/android.hardware.configstore@1.0.so
     116       24        0        8       16        0        0        0        0    4 /system/lib64/android.hardware.configstore@1.1.so
     424       32        1        0       32        0        0        0        0    4 /system/lib64/android.hardware.drm@1.0.so
     284       28        0        0       28        0        0        0        0    4 /system/lib64/android.hardware.drm@1.1.so
     416       40        1        0       40        0        0        0        0    4 /system/lib64/android.hardware.drm@1.2.so
     152       20        0        0       20        0        0        0        0    4 /system/lib64/android.hardware.drm@1.3.so
      88       40        2       28       12        0        0        0        0    4 /system/lib64/android.hardware.graphics.allocator@2.0.so
      88       28        1       16       12        0        0        0        0    4 /system/lib64/android.hardware.graphics.allocator@3.0.so
      84       28        1       16       12        0        0        0        0    4 /system/lib64/android.hardware.graphics.allocator@4.0.so
     240       20        0        0       20        0        0        0        0    4 /system/lib64/android.hardware.graphics.bufferqueue@1.0.so
     212       20        0        0       20        0        0        0        0    4 /system/lib64/android.hardware.graphics.bufferqueue@2.0.so
      24       12        0        4        8        0        0        0        0    4 /system/lib64/android.hardware.graphics.common-V2-ndk_platform.so
      12        8        0        4        4        0        0        0        0    3 /system/lib64/android.hardware.graphics.common@1.0.so
      12        8        0        4        4        0        0        0        0    3 /system/lib64/android.hardware.graphics.common@1.1.so
      12        8        0        4        4        0        0        0        0    3 /system/lib64/android.hardware.graphics.common@1.2.so
     100       32        1       20       12        0        0        0        0    4 /system/lib64/android.hardware.graphics.mapper@2.0.so
     104       52        3       40       12        0        0        0        0    4 /system/lib64/android.hardware.graphics.mapper@2.1.so
     112       32        0       20       12        0        0        0        0    4 /system/lib64/android.hardware.graphics.mapper@3.0.so
     148       36        1       20       16        0        0        0        0    4 /system/lib64/android.hardware.graphics.mapper@4.0.so
     212       24        0        0       24        0        0        0        0    4 /system/lib64/android.hardware.media.bufferpool@2.0.so
     576       44        1        0       44        0        0        0        0    4 /system/lib64/android.hardware.media.c2@1.0.so
     192       20        0        0       20        0        0        0        0    4 /system/lib64/android.hardware.media.c2@1.1.so
     456       36        1        0       36        0        0        0        0    4 /system/lib64/android.hardware.media.omx@1.0.so
      12        4        0        0        4        0        0        0        0    3 /system/lib64/android.hardware.media@1.0.so
      80       12        0        0       12        0        0        0        0    4 /system/lib64/android.hardware.memtrack@1.0.so
     408       20        0        0       20        0        0        0        0    4 /system/lib64/android.hardware.renderscript@1.0.so
      88       12        0        0       12        0        0        0        0    4 /system/lib64/android.hidl.allocator@1.0.so
      80       12        0        0       12        0        0        0        0    4 /system/lib64/android.hidl.memory.token@1.0.so
     140       16        0        0       16        0        0        0        0    4 /system/lib64/android.hidl.memory@1.0.so
      12        4        0        0        4        0        0        0        0    3 /system/lib64/android.hidl.safe_union@1.0.so
      20        8        0        0        8        0        0        0        0    4 /system/lib64/android.hidl.token@1.0-utils.so
      92       12        0        0       12        0        0        0        0    4 /system/lib64/android.hidl.token@1.0.so
     120       16        0        0       16        0        0        0        0    4 /system/lib64/android.system.suspend@1.0.so
      40       12        0        0       12        0        0        0        0    4 /system/lib64/capture_state_listener-aidl-cpp.so
     192      156       15      132       20        0        4        0        0    4 /system/lib64/libEGL.so
      16        8        0        4        4        0        0        0        0    3 /system/lib64/libETC1.so
      36       16        1       12        4        0        0        0        0    3 /system/lib64/libGLESv1_CM.so
     104       68        5       64        4        0        0        0        0    3 /system/lib64/libGLESv2.so
     104        8        0        4        4        0        0        0        0    3 /system/lib64/libGLESv3.so
      16        4        0        0        4        0        0        0        0    3 /system/lib64/libOpenMAXAL.so
      16        4        0        0        4        0        0        0        0    3 /system/lib64/libOpenSLES.so
      68        8        0        0        8        0        0        0        0    4 /system/lib64/libRS.so
     284        8        0        0        8        0        0        0        0    4 /system/lib64/libRScpp.so
      84       28        1       20        8        0        0        0        0    4 /system/lib64/libSurfaceFlingerProp.so
      28        4        0        0        4        0        0        0        0    3 /system/lib64/libaaudio.so
     304       28        0        0       28        0        0        0        0    4 /system/lib64/libaaudio_internal.so
      36        8        0        0        8        0        0        0        0    4 /system/lib64/libamidi.so
     140       28        1       12       16        0        0        0        0    4 /system/lib64/libandroid.so
    1652      580       54      476      100        0        4        0        0    4 /system/lib64/libandroid_runtime.so
      16       12        0        4        8        0        0        0        0    4 /system/lib64/libandroid_runtime_lazy.so
     440      212       14      196       12        0        4        0        0    4 /system/lib64/libandroidfw.so
      52       12        0        4        8        0        0        0        0    4 /system/lib64/libappfuse.so
      24       16        0        8        8        0        0        0        0    4 /system/lib64/libartpalette-system.so
      12        4        0        0        4        0        0        0        0    3 /system/lib64/libasyncio.so
     776       80        2        4       76        0        0        0        0    4 /system/lib64/libaudioclient.so
      48        8        0        0        8        0        0        0        0    4 /system/lib64/libaudioeffect_jni.so
     144       16        0        4       12        0        0        0        0    4 /system/lib64/libaudiofoundation.so
      20       12        0        4        8        0        0        0        0    4 /system/lib64/libaudiomanager.so
      24        8        0        4        4        0        0        0        0    3 /system/lib64/libaudiopolicy.so
     136        4        0        0        4        0        0        0        0    3 /system/lib64/libaudioutils.so
     156      104       12       88       12        0        4        0        0    4 /system/lib64/libbacktrace.so
     488       88        5       72       12        0        4        0        0    8 /system/lib64/libbase.so
     672      248        7      168       80        0        0        0        0    4 /system/lib64/libbinder.so
      76       32        1       24        8        0        0        0        0    4 /system/lib64/libbinder_ndk.so
      36        4        0        0        4        0        0        0        0    3 /system/lib64/libbpf.so
      52       12        0        4        8        0        0        0        0    4 /system/lib64/libbpf_android.so
      60        8        0        0        8        0        0        0        0    4 /system/lib64/libbufferhub.so
     112        8        0        0        8        0        0        0        0    4 /system/lib64/libbufferhubqueue.so
    1376      244       12      180       60        0        4        0        0    8 /system/lib64/libc++.so
     244       16        0        0       16        0        0        0        0    4 /system/lib64/libcamera2ndk.so
     480       60        1        4       56        0        0        0        0    4 /system/lib64/libcamera_client.so
      52       16        0        4       12        0        0        0        0    4 /system/lib64/libcamera_metadata.so
      20       16        0        8        8        0        0        0        0    4 /system/lib64/libcgrouprc.so
      12        4        0        0        4        0        0        0        0    3 /system/lib64/libcodec2.so
     148       12        0        0       12        0        0        0        0    4 /system/lib64/libcodec2_client.so
     112        4        0        0        4        0        0        0        0    3 /system/lib64/libcodec2_hidl_client@1.0.so
      16        4        0        0        4        0        0        0        0    3 /system/lib64/libcodec2_hidl_client@1.1.so
     620       20        0        0       20        0        0        0        0    4 /system/lib64/libcodec2_vndk.so
     112        8        0        0        8        0        0        0        0    4 /system/lib64/libcompiler_rt.so
    1168       96        2       28       68        0        0        0        0    6 /system/lib64/libcrypto.so
      72       60        4       48        8        0        4        0        0    4 /system/lib64/libcutils.so
      64       12        0        4        8        0        0        0        0    4 /system/lib64/libdataloader.so
      80       16        0        4       12        0        0        0        0    4 /system/lib64/libdatasource.so
      40        8        0        4        4        0        0        0        0    3 /system/lib64/libdebuggerd_client.so
      20       12        0        4        8        0        0        0        0    4 /system/lib64/libdexfile_support.so
      84        8        0        0        8        0        0        0        0    4 /system/lib64/libdmabufheap.so
     760       32        0        4       28        0        0        0        0    4 /system/lib64/libdng_sdk.so
     136       12        0        4        8        0        0        0        0    3 /system/lib64/libexpat.so
      16        4        0        0        4        0        0        0        0    3 /system/lib64/libfmq.so
     588      336       57      312       20        4        0        0        0    3 /system/lib64/libft2.so
      76       12        0        4        8        0        0        0        0    4 /system/lib64/libgralloctypes.so
      56       40        4       28        8        0        4        0        0    4 /system/lib64/libgraphicsenv.so
     984      472       75      360      108        0        4        0        0    4 /system/lib64/libgui.so
      12        8        0        4        4        0        0        0        0    3 /system/lib64/libhardware.so
      28       12        0        4        8        0        0        0        0    4 /system/lib64/libhardware_legacy.so
     716      328       48      316       12        0        0        0        0    4 /system/lib64/libharfbuzz_ng.so
      40        8        0        4        4        0        0        0        0    3 /system/lib64/libheif.so
      56        4        0        0        4        0        0        0        0    3 /system/lib64/libhidl-gen-utils.so
      12        4        0        0        4        0        0        0        0    3 /system/lib64/libhidlallocatorutils.so
     720      260       14      212       44        0        4        0        0    4 /system/lib64/libhidlbase.so
      28        8        0        0        8        0        0        0        0    4 /system/lib64/libhidlmemory.so
    6880     3556      804     3264      176      108        8        0        0    4 /system/lib64/libhwui.so
     116       16        0        4       12        0        0        0        0    4 /system/lib64/libimg_utils.so
     132       12        0        4        8        0        0        0        0    4 /system/lib64/libincfs.so
     228      104       14       80       24        0        0        0        0    4 /system/lib64/libinput.so
      16        8        0        0        8        0        0        0        0    4 /system/lib64/libion.so
      24        4        0        0        4        0        0        0        0    3 /system/lib64/libjnigraphics.so
     312       12        0        4        8        0        0        0        0    4 /system/lib64/libjpeg.so
      64       40        4       32        4        0        4        0        0    4 /system/lib64/liblog.so
     132       20        0       16        4        0        0        0        0    3 /system/lib64/liblz4.so
     152      112       14      104        8        0        0        0        0    4 /system/lib64/liblzma.so
     612       84        3        4       80        0        0        0        0    4 /system/lib64/libmedia.so
      64       16        0        4       12        0        0        0        0    4 /system/lib64/libmedia_codeclist.so
      92       12        0        4        8        0        0        0        0    3 /system/lib64/libmedia_helper.so
     524       32        1        0       32        0        0        0        0    4 /system/lib64/libmedia_jni.so
      12        8        2        4        4        0        0        0        0    3 /system/lib64/libmedia_jni_utils.so
     188       32        1        0       32        0        0        0        0    4 /system/lib64/libmedia_omx.so
      24        4        0        0        4        0        0        0        0    3 /system/lib64/libmedia_omx_client.so
     184       16        0        0       16        0        0        0        0    4 /system/lib64/libmediadrm.so
      28        4        0        0        4        0        0        0        0    3 /system/lib64/libmediadrmmetrics_consumer.so
     144       12        0        0       12        0        0        0        0    4 /system/lib64/libmediadrmmetrics_full.so
     120       12        0        0       12        0        0        0        0    4 /system/lib64/libmediadrmmetrics_lite.so
      84       16        0        4       12        0        0        0        0    4 /system/lib64/libmediametrics.so
     200       72       36       32        8       28        4        0        0    4 /system/lib64/libmediandk.so
      16        4        0        0        4        0        0        0        0    3 /system/lib64/libmediandk_utils.so
     216       20        0        0       20        0        0        0        0    4 /system/lib64/libmediautils.so
      52       20        0       12        8        0        0        0        0    4 /system/lib64/libmeminfo.so
      16       12        0        4        8        0        0        0        0    4 /system/lib64/libmemtrack.so
     192       20        0        4       16        0        0        0        0    4 /system/lib64/libmemunreachable.so
     164      112       29      100        4        4        4        0        0    4 /system/lib64/libminikin.so
     232       16        0        0       16        0        0        0        0    4 /system/lib64/libmtp.so
      20       12        0        4        8        0        0        0        0    4 /system/lib64/libnativebridge_lazy.so
      76       28        6       20        4        0        4        0        0    4 /system/lib64/libnativedisplay.so
      16       12        0        4        8        0        0        0        0    4 /system/lib64/libnativeloader_lazy.so
      28       20        1       16        4        0        0        0        0    3 /system/lib64/libnativewindow.so
     200       12        0        0       12        0        0        0        0    4 /system/lib64/libnblog.so
      36       24        4       16        4        0        4        0        0    4 /system/lib64/libnetd_client.so
      60        8        0        4        4        0        0        0        0    3 /system/lib64/libnetdbpf.so
      80       12        0        4        8        0        0        0        0    4 /system/lib64/libnetdutils.so
      12        4        0        0        4        0        0        0        0    3 /system/lib64/libpackagelistparser.so
     328        8        0        0        8        0        0        0        0    4 /system/lib64/libpcre2.so
    4792      116        3       12      104        0        0        0        0    4 /system/lib64/libpdfium.so
     152        8        0        0        8        0        0        0        0    4 /system/lib64/libpdx_default_transport.so
     100        8        0        4        4        0        0        0        0    3 /system/lib64/libpiex.so
     216      136       26      132        4        0        0        0        0    3 /system/lib64/libpng.so
      76       20        0        0       20        0        0        0        0    4 /system/lib64/libpowermanager.so
     256       84        5       72        8        0        4        0        0    4 /system/lib64/libprocessgroup.so
      16        4        0        0        4        0        0        0        0    3 /system/lib64/libprocinfo.so
    2176       48        1        0       48        0        0        0        0    4 /system/lib64/libprotobuf-cpp-full.so
     472       16        0        4       12        0        0        0        0    4 /system/lib64/libprotobuf-cpp-lite.so
      72       12        0        0       12        0        0        0        0    4 /system/lib64/librs_jni.so
     100       64        5       56        4        0        4        0        0    4 /system/lib64/libselinux.so
      96       56       14       40       12        0        4        0        0    4 /system/lib64/libsensor.so
     580       28        0        0       28        0        0        0        0    4 /system/lib64/libsfplugin_ccodec.so
     300       12        0        0       12        0        0        0        0    4 /system/lib64/libsfplugin_ccodec_utils.so
      20        8        0        4        4        0        0        0        0    3 /system/lib64/libsigchain.so
     572        8        0        0        8        0        0        0        0    4 /system/lib64/libsonivox.so
      84        8        0        0        8        0        0        0        0    4 /system/lib64/libsoundpool.so
      20        4        0        0        4        0        0        0        0    3 /system/lib64/libspeexresampler.so
    1104      752       70      728       20        0        4        0        0    4 /system/lib64/libsqlite.so
    1712       72        2        4       68        0        0        0        0    4 /system/lib64/libstagefright.so
     168       12        0        0       12        0        0        0        0    4 /system/lib64/libstagefright_bufferpool@2.0.1.so
      88        4        0        0        4        0        0        0        0    3 /system/lib64/libstagefright_bufferqueue_helper.so
      32        4        0        0        4        0        0        0        0    3 /system/lib64/libstagefright_codecbase.so
     208       60       11       48        8        0        4        0        0    4 /system/lib64/libstagefright_foundation.so
     160       12        0        0       12        0        0        0        0    4 /system/lib64/libstagefright_framecapture_utils.so
      16        8        0        4        4        0        0        0        0    3 /system/lib64/libstagefright_http_support.so
     292       28        0        0       28        0        0        0        0    4 /system/lib64/libstagefright_omx.so
      24        8        0        0        8        0        0        0        0    4 /system/lib64/libstagefright_omx_utils.so
      88        8        0        0        8        0        0        0        0    4 /system/lib64/libstagefright_xmlparser.so
      72        8        0        4        4        0        0        0        0    3 /system/lib64/libstatslog.so
      16        4        0        0        4        0        0        0        0    3 /system/lib64/libstdc++.so
      16       16        4        8        4        0        4        0        0    4 /system/lib64/libsync.so
      48       12        0        4        8        0        0        0        0    4 /system/lib64/libtimeinstate.so
     112        8        0        0        8        0        0        0        0    4 /system/lib64/libtinyxml2.so
      24       16        0       12        4        0        0        0        0    3 /system/lib64/libtombstoned_client.so
     280      116        8      100       16        0        0        0        0    4 /system/lib64/libui.so
     448      188       16      164       24        0        0        0        0    4 /system/lib64/libunwindstack.so
      20        8        0        4        4        0        0        0        0    3 /system/lib64/libusbhost.so
     112       72        5       64        4        0        4        0        0    4 /system/lib64/libutils.so
      24        4        0        0        4        0        0        0        0    3 /system/lib64/libutilscallstack.so
      48       12        0        0       12        0        0        0        0    4 /system/lib64/libvibrator.so
     560       28        0        4       24        0        0        0        0    4 /system/lib64/libvintf.so
      16       16        0        8        8        0        0        0        0    4 /system/lib64/libvndksupport.so
     164       16        0        4       12        0        0        0        0    4 /system/lib64/libvulkan.so
      16       12        0        4        8        0        0        0        0    4 /system/lib64/libwebviewchromium_loader.so
      20        8        0        0        8        0        0        0        0    4 /system/lib64/libwebviewchromium_plat_support.so
     248       28        0        4       24        0        0        0        0    4 /system/lib64/libwilhelm.so
    1236       20        0        0       20        0        0        0        0    4 /system/lib64/libxml2.so
     100       72        9       64        4        0        4        0        0    4 /system/lib64/libz.so
      68       40        1       36        4        0        0        0        0    3 /system/lib64/libziparchive.so
      20        8        0        4        4        0        0        0        0    3 /system/lib64/server_configurable_flags.so
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-as.hyb
